frame_num,eye_conf,eye_state,box_x,box_y,box_w,box_h,outer_conf,outer_x,outer_y,inner_conf,inner_x,inner_y,pupil_conf,pupil_x,pupil_y,if_right_eye
0,0.8459821140600414,0.9999999,1086.5058832964587,471.2990367617505,121.06279754638672,59.541351318359375,0.8705723766941219,1123.1901190564083,480.02148753704,0.8783968886903073,1048.9627117206596,479.5809000781022,0.8121582450525585,1086.0896656027048,472.60991057416334,False
0,0.7874439620917315,0.9999999,901.8065823008565,469.8334985505124,117.49156951904297,58.15365219116211,0.7921546720968172,868.946528521019,477.4783265107788,0.8369993504473716,942.9730917092749,479.3078365958329,0.8275721347446463,907.4422057596238,470.3117965139259,True
1,0.8454190035667316,0.9999999,1086.4744982890027,471.3921496776489,121.55997467041016,59.735496520996094,0.8730693948981417,1123.2104588234088,479.99236014026843,0.8793911953124257,1048.9202078240867,479.7418945236248,0.8122350446978577,1086.0694772516526,472.6561486860744,False
1,0.7876433634570867,0.9999999,901.8426380788118,469.7659656346759,117.17733001708984,58.20404052734375,0.8121684307250091,869.0017682765208,477.3982576705242,0.857086042856728,942.9848627530207,479.287362472809,0.8509881364966014,907.4679890981141,470.2663630917011,True
2,0.8468123925541245,0.9999999,1086.6878142859123,471.3826290946554,122.10541534423828,59.465389251708984,0.8547265853278281,1123.528100924339,479.91577521649475,0.8633180275689074,1049.0436497058663,479.6272912777093,0.7897835508095338,1086.1508708351198,472.55524436771475,False
2,0.7845593550844687,0.9999999,901.6895350536635,469.726391406225,117.69013977050781,57.89077377319336,0.7871870411632845,869.089217769465,477.29610251722494,0.8313978876594463,942.824137244943,479.21782979338826,0.8247833281553735,907.5542734840091,470.2771125739187,True
3,0.847259928938105,0.9999999,1086.790670438548,471.35168570705883,122.37168884277344,59.97431945800781,0.8551470434247248,1123.7321035539603,479.9662357199278,0.8651309659657705,1049.1429983596151,479.4621934471611,0.7902939906612273,1086.2431344444196,472.47631366695884,False
3,0.7862544968946418,0.9999999,901.8318608852455,469.7235326537808,117.16287231445312,57.97209167480469,0.8084716563581071,869.3198088086342,477.2620395863897,0.8535654902335122,942.8843925374248,479.02060931250554,0.8444103322213189,907.7493363397928,470.2728842484015,True
4,0.8425078352257853,0.9999999,1087.1215903991297,471.4604931537583,121.77252960205078,60.104286193847656,0.855896503466534,1123.796168205225,480.0911525590095,0.8547617073344463,1049.8041271832794,479.53581954336886,0.7830208365794941,1086.619593475391,472.60995808126245,False
4,0.7869835264234534,0.9999999,902.5526447943868,469.6816103138196,116.86891174316406,58.61805725097656,0.8159456478336178,870.0770291348798,477.13485890876774,0.8504710416053765,943.2961997789367,478.96007134939447,0.8524346517133273,907.9154634905165,470.41034144425254,True
5,0.8406151871321961,0.9999999,1087.40319936807,471.72257117454797,121.98851013183594,59.41367721557617,0.863540627845193,1123.9701403188071,480.2790390375935,0.856601291052629,1050.1282931100552,479.4866391598928,0.7843940146906466,1086.9082142224925,472.7586502896712,False
5,0.7893898919904752,0.9999999,902.7118640265772,469.87466438808156,118.43917083740234,58.01866149902344,0.7975118689039172,870.0050103702577,477.20719520997574,0.826248421699907,943.6443751331728,479.16783307335425,0.8354191037900904,908.0517011056935,470.69215340417037,True
6,0.838755079700604,0.9999999,1087.4862268546462,471.7419243852926,121.33274841308594,59.2009162902832,0.8650150249769342,1123.978778620522,480.3915422070905,0.858208001808915,1050.2845245662613,479.5547775754099,0.7852052442450896,1087.0813024221698,472.8478988779377,False
6,0.7922269492132228,0.9999999,902.9199269356918,469.93036414138584,118.82511901855469,58.37933349609375,0.8012407212134718,870.2084490205688,477.27015298234164,0.8308558943362088,944.0545923945142,479.29966196617744,0.8380464236785464,908.2535032315004,470.69746111914475,True
7,0.8368182748015023,0.9999999,1087.703905582072,471.7363711851654,121.335693359375,59.47340393066406,0.862688611637024,1124.0954165785095,480.3026245114125,0.8540797929393265,1050.5098753841178,479.579727228323,0.7852482374503298,1087.1606879422975,472.8444816995401,False
7,0.7920482550312996,0.9999999,902.9806975796763,469.8637946643374,118.23731231689453,58.48862075805664,0.8213943397065602,870.3076942590883,477.30636396940434,0.8578917814625483,944.163428657649,479.24531389311824,0.8633392416805142,908.5217812601732,470.652572021074,True
8,0.8352969495524116,0.9999999,1087.8861114529398,471.6023525555346,120.90615844726562,59.14875411987305,0.8623939698438775,1124.281739623694,480.14816600580576,0.8529436899590256,1050.7124453526578,479.49651508001125,0.7808085341287587,1087.1602872187864,472.69098188024793,False
8,0.7904747121584786,0.9999999,902.9933392872913,469.8123927197804,118.049560546875,58.82453536987305,0.8193601088616437,870.3594149014303,477.19998791539126,0.8576692369060694,944.173458833614,479.3468912790288,0.8577056066510557,908.4612101536668,470.5854746433202,True
9,0.83477943947542,0.9999999,1087.835749721844,471.4803814589518,120.96166229248047,59.59595489501953,0.8600539825270999,1124.2703542161487,480.10152836840405,0.8541994368167145,1050.6890896695857,479.39019945605423,0.786447532680185,1087.1513581729855,472.5466433705042,False
9,0.7909969285775643,0.9999999,902.9997613678759,469.743686633993,118.62287139892578,59.10018539428711,0.7976865971002172,870.3206854644736,477.2008106907639,0.836080095818049,944.1308199054595,479.37779535440757,0.8340532833476589,908.4216031774404,470.4503067506336,True
10,0.8367093886994517,0.9999999,1087.804215598214,471.3311554976968,120.96825408935547,59.568641662597656,0.8598671705894448,1124.2876376412391,480.0206005289148,0.8536268393314238,1050.561467284976,479.3022489797387,0.7855434397948652,1087.0891557134385,472.41675818781255,False
10,0.7907862814287647,0.9999999,903.0072602556912,469.728814399201,118.6307144165039,58.99467086791992,0.795490436677487,870.3496714077089,477.21756168157765,0.8361948043306516,944.1187882496189,479.3996153008803,0.8339310889499109,908.4341317329797,470.45488861231246,True
11,0.9999999999863182,0.99999964,1087.5193294222859,471.98814042276956,112.16938781738281,63.93327331542969,0.9159684370027884,1122.73542791403,480.07963412620205,0.9308637174224004,1050.5523957514285,478.960239067409,0.8484837602422517,1086.5497772835827,473.6157869601107,False
11,0.7861973792118111,0.9999993,903.5813853996953,471.0854149899245,116.37503814697266,57.547996520996094,0.8177131882289739,871.1058192143432,477.4731573126,0.8543791444972858,943.7595973128014,479.03444100822435,0.8768886070068207,907.8427496069665,472.2792940774695,True
12,0.8019636092802398,8.561043e-05,1086.081370315972,478.1999433972305,122.66289520263672,63.79696273803711,0.7722634757995162,1120.5642585654186,487.55043155156864,0.8326465039597775,1045.001415418007,480.3955763353333,0.5930001899618073,1074.8092890990365,483.11744361433654,False
12,0.9692921478718587,1.0156225e-05,906.1848265097693,476.7285191706962,111.12713623046875,63.00697708129883,0.939903668335778,873.3693954609847,484.91722889359886,0.9484779861694064,948.8370671005572,480.2748375892421,0.5581094273748328,920.7222575563702,484.39605877586746,True
13,0.8152597632353125,7.4077257e-06,1086.6890769507384,481.02725998064403,121.9053726196289,60.11170196533203,0.7835385374355163,1122.2238735598773,489.69415769179074,0.8140622395467868,1046.066903045486,481.33304086928655,0.4197734447753009,1076.4892673050854,488.3858721021304,False
13,0.9580778598217455,4.0572053e-05,906.6500848520405,479.7315048685526,113.57225799560547,63.024635314941406,0.9093651932186604,874.4736540149662,487.9324422513693,0.8642144385689178,947.946329127112,482.18626019424397,0.639066086848461,917.2030337305546,488.0182410353019,True
14,0.8164626107413034,9.250532e-06,1087.0393818625573,481.6735611523074,119.60542297363281,59.25480270385742,0.8110200856955883,1122.7358897697125,490.23012290198443,0.831611393637729,1046.2394467463205,482.157960118999,0.44830760409411297,1077.1486381404063,488.70552252620865,False
14,0.785344117696648,4.1896274e-05,906.4752931935745,479.4935163597147,115.90617370605469,64.57907104492188,0.9229639382440232,872.734560872253,487.26319528898307,0.8786496986444383,948.5670012219867,482.334324681775,0.6212353810814637,916.3121504211385,487.3446446425288,True
15,0.8423931201473323,2.324797e-05,1087.8275072766928,479.641649622034,120.22572326660156,62.147216796875,0.8517126168484996,1125.659666868234,487.51374283801863,0.868785568547948,1045.375135414306,482.2342726460229,0.4725171876477577,1079.0951279920039,486.48463610144,False
