frame_num,eye_state,flag,inner_x,inner_y,outer_x,outer_y,pupil_x,pupil_y
0,1,,955.5317584340463,488.9329855219522,874.0036768913269,485.43682861328125,933.8219793501218,479.952168130489
1,1,,955.5691436679347,488.9481950659491,874.0036768913269,485.43682861328125,933.9119086011481,479.9435832189215
2,1,,955.4706386782384,489.00675689679673,875.0036768913269,485.43682861328125,933.8780532794368,479.8601177169193
3,1,,955.4700857045656,489.0301188707925,875.0036768913269,485.43682861328125,933.8258546525677,479.8540675256847
4,1,,955.538923747984,489.0684994711271,875.0036768913269,485.43682861328125,933.857814211614,479.984128718878
5,1,,955.5270803012236,489.06923878034434,875.0036768913269,485.43682861328125,933.725407754398,480.05874704108595
6,1,,954.727090268374,488.89996470290436,875.0036768913269,485.43682861328125,932.177697371255,480.143945976576
7,1,,954.0036768913268,488.5170440673828,873.0036768913269,485.43682861328125,924.1478833651347,479.5233444134095
8,1,,952.0036768913268,488.5170440673828,872.948401132982,485.26180540037836,914.4531784769388,479.0486200662867
9,1,,952.0036768913268,489.5170440673828,871.7481583662873,486.3726010078751,906.3980223744052,479.10638147097137
10,1,,952.0036768913268,489.5170440673828,870.4887242779797,486.69502222316737,901.5718203155417,478.9755626693438
11,1,,952.0036768913268,489.5170440673828,868.9481441176424,486.7069687917514,898.4805030884917,479.2623237114568
12,1,,952.0036768913268,489.5170440673828,869.0685036667082,486.8268204949292,898.261318195659,479.5618442109787
13,1,,952.0036768913268,489.5170440673828,869.0836911963456,486.77283269517227,898.4361841596121,479.64400886757886
14,1,,950.0036768913268,488.5170440673828,868.4877723287015,487.028008742361,896.4949310763899,480.1282571163082
15,1,,950.0036768913268,488.5170440673828,867.9522724229573,486.97971685117255,896.0789929463605,480.14819010206594
16,1,,950.0036768913268,488.5170440673828,867.2627710447888,487.12859051924727,895.4083112068657,480.5689627970145
17,1,,950.0036768913268,488.5170440673828,866.3723356722804,487.4518456461768,892.9202897222883,480.8756367315612
18,1,,950.0036768913268,488.5170440673828,866.1173152579436,487.759928444681,891.2265661925421,481.0631311614542
19,1,,949.0036768913268,487.5170440673828,866.142545927694,487.5028976268982,890.9351375493844,480.9716950376077
20,1,,947.0036768913268,486.5170440673828,866.0681550949913,487.6635876021666,890.7820271509291,481.12164935850257
21,1,,947.0036768913268,486.5170440673828,865.9467405788047,487.4958201075476,890.5587615173706,481.00429401450515
22,1,,947.0036768913268,486.5170440673828,865.8243090562868,487.5280592292662,890.6397732177339,480.87816739172206
23,1,,947.0036768913268,486.5170440673828,865.7847596677185,487.5909751013224,890.5285092483192,480.88769798221136
24,1,,947.0036768913268,486.5170440673828,865.7187843631427,487.4794118838652,890.4726894813775,480.93034318814534
25,1,,947.0036768913268,486.5170440673828,865.7399218451967,487.48631597693696,890.4271959416911,480.9237633715221
26,1,,947.0036768913268,486.5170440673828,865.7544372318472,487.60794530387733,890.3810809650496,480.9840372064749
27,1,,947.0036768913268,486.5170440673828,865.5961428570453,487.52435798711616,889.1875906849523,480.92723600018036
28,1,,947.0036768913268,486.5170440673828,865.5627268079111,487.36833156958846,889.0639614608685,480.97552553705185
29,1,,947.0036768913268,486.5170440673828,865.9012678037527,487.44271649123465,889.2373959558704,481.059574423746
30,1,,947.0036768913268,486.5170440673828,865.9867086163694,487.35286297480974,889.4447599293206,480.86319325796416
31,1,,947.0036768913268,486.5170440673828,866.1016330260055,487.30500456951586,889.7385017358484,480.81385156587885
32,1,,947.0036768913268,486.5170440673828,865.951309451144,487.3553004784882,889.9349573911012,480.66380077555175
33,1,,947.0036768913268,486.5170440673828,865.8818934574664,487.13426674069603,889.9617609366644,480.54665113275
34,1,,947.0036768913268,486.5170440673828,866.1941474071643,486.8504378736097,890.0816649963849,480.2813679219022
35,1,,947.0036768913268,486.5170440673828,866.2331460059385,486.7365926295102,890.1135414203027,480.21484626351935
36,1,,947.0036768913268,486.5170440673828,866.466167454745,486.6026155208046,890.2144194334021,480.1612596311216
37,1,,947.0036768913268,486.5170440673828,866.4406378572297,486.5988426576406,890.1600902524167,480.1475785195805
38,1,,947.0036768913268,486.5170440673828,866.503147123695,486.6852853807977,890.3064334852245,480.13867292115486
39,1,,947.0036768913268,486.5170440673828,866.5401831377558,486.7057966308252,890.2980994753567,480.15880666518404
40,1,,947.0036768913268,486.5170440673828,866.5546800429329,486.8358225485373,890.4395008774312,480.21390789608216
41,1,,947.0036768913268,486.5170440673828,868.0036768913269,486.43682861328125,892.9193075871424,480.16237747711983
42,1,,947.0036768913268,486.5170440673828,869.0036768913269,485.43682861328125,901.2769015719543,479.0666066393112
43,1,,947.0036768913268,488.5170440673828,870.0036768913269,485.43682861328125,909.7013998955878,478.96199402467636
44,1,,949.0036768913268,488.5170440673828,870.0036768913269,485.43682861328125,916.7129528538836,479.2152666402411
45,1,,949.073519844562,489.2362197674053,870.0036768913269,485.43682861328125,920.0036768913268,481.3887023925781
46,1,,949.4195211716683,488.29692780057655,870.0036768913269,484.43682861328125,923.0036768913268,481.3887023925781
47,1,,949.9379965240463,488.1500311031131,870.0036768913269,484.43682861328125,924.0036768913268,481.3887023925781
48,1,,950.0887839127373,488.23339996130414,870.0036768913269,484.43682861328125,926.0036768913268,481.1801452636719
49,1,,950.5874978003392,488.27051022725976,870.0036768913269,484.43682861328125,927.0036768913268,481.1801452636719
50,1,,950.8077436545404,488.0333111460035,870.0036768913269,484.43682861328125,927.0036768913268,481.1801452636719
51,1,,950.9106203853363,488.1237667800721,871.0036768913269,481.43682861328125,927.0036768913268,481.1801452636719
52,1,,951.4278230357048,487.44663470441714,871.0036768913269,482.43682861328125,930.0036768913268,481.1801452636719
53,1,,951.85262388854,487.4371917256176,871.0036768913269,482.43682861328125,930.0036768913268,481.1801452636719
54,1,,951.9473198592736,487.54862722563513,871.0036768913269,482.43682861328125,931.0036768913268,481.1801452636719
