frame_num,eye_state,flag,inner_x,inner_y,outer_x,outer_y,pupil_x,pupil_y
0,1,,955.5317584340463,488.9329855219522,877.3449473651649,481.58823818425225,933.8219793501218,479.952168130489
1,1,,955.5691436679347,488.9481950659491,877.3605539583847,481.58466516548856,933.9119086011481,479.9435832189215
2,1,,955.4706386782384,489.00675689679673,877.4889381669097,481.49249582124327,933.8780532794368,479.8601177169193
3,1,,955.4700857045656,489.0301188707925,877.3719880898342,481.5779670693036,933.8258546525677,479.8540675256847
4,1,,955.538923747984,489.0684994711271,877.1870345824393,481.7731425242628,933.857814211614,479.984128718878
5,1,,955.5270803012236,489.06923878034434,877.2361796198426,481.8610327006543,933.725407754398,480.05874704108595
6,1,,954.727090268374,488.89996470290436,876.5881716379988,482.5198786819167,932.177697371255,480.143945976576
7,1,,955.0078125,490.0078125,874.5111302037201,483.81149998587347,924.1478833651347,479.5233444134095
8,1,,955.0078125,490.0078125,872.948401132982,485.26180540037836,914.4531784769388,479.0486200662867
9,1,,955.0078125,490.0078125,871.7481583662873,486.3726010078751,906.3980223744052,479.10638147097137
10,1,,955.0078125,490.0078125,870.4887242779797,486.69502222316737,901.5718203155417,478.9755626693438
11,1,,955.0078125,490.0078125,868.9481441176424,486.7069687917514,898.4805030884917,479.2623237114568
12,1,,955.0078125,490.0078125,869.0685036667082,486.8268204949292,898.261318195659,479.5618442109787
13,1,,955.0078125,490.0078125,869.0836911963456,486.77283269517227,898.4361841596121,479.64400886757886
14,1,,955.0078125,490.0078125,868.4877723287015,487.028008742361,896.4949310763899,480.1282571163082
15,1,,955.0078125,490.0078125,867.9522724229573,486.97971685117255,896.0789929463605,480.14819010206594
16,1,,955.0078125,490.0078125,867.2627710447888,487.12859051924727,895.4083112068657,480.5689627970145
17,1,,955.0078125,490.0078125,866.3723356722804,487.4518456461768,892.9202897222883,480.8756367315612
18,1,,955.0078125,490.0078125,866.1173152579436,487.759928444681,891.2265661925421,481.0631311614542
19,1,,955.0078125,490.0078125,866.142545927694,487.5028976268982,890.9351375493844,480.9716950376077
20,1,,955.0078125,490.0078125,866.0681550949913,487.6635876021666,890.7820271509291,481.12164935850257
21,1,,955.0078125,490.0078125,865.9467405788047,487.4958201075476,890.5587615173706,481.00429401450515
22,1,,955.0078125,490.0078125,865.8243090562868,487.5280592292662,890.6397732177339,480.87816739172206
23,1,,955.0078125,490.0078125,865.7847596677185,487.5909751013224,890.5285092483192,480.88769798221136
24,1,,955.0078125,490.0078125,865.7187843631427,487.4794118838652,890.4726894813775,480.93034318814534
25,1,,955.0078125,490.0078125,865.7399218451967,487.48631597693696,890.4271959416911,480.9237633715221
26,1,,953.0078125,490.5078125,865.7544372318472,487.60794530387733,890.3810809650496,480.9840372064749
27,1,,955.0078125,490.0078125,865.5961428570453,487.52435798711616,889.1875906849523,480.92723600018036
28,1,,955.0078125,490.0078125,865.5627268079111,487.36833156958846,889.0639614608685,480.97552553705185
29,1,,955.0078125,490.0078125,865.9012678037527,487.44271649123465,889.2373959558704,481.059574423746
30,1,,955.0078125,490.0078125,865.9867086163694,487.35286297480974,889.4447599293206,480.86319325796416
31,1,,953.0078125,488.5078125,866.1016330260055,487.30500456951586,889.7385017358484,480.81385156587885
32,1,,953.0078125,488.5078125,865.951309451144,487.3553004784882,889.9349573911012,480.66380077555175
33,1,,954.0078125,488.5078125,865.8818934574664,487.13426674069603,889.9617609366644,480.54665113275
34,1,,955.0078125,489.5078125,866.1941474071643,486.8504378736097,890.0816649963849,480.2813679219022
35,1,,952.0078125,487.5078125,866.2331460059385,486.7365926295102,890.1135414203027,480.21484626351935
36,1,,954.0078125,489.5078125,866.466167454745,486.6026155208046,890.2144194334021,480.1612596311216
37,1,,954.0078125,489.5078125,866.4406378572297,486.5988426576406,890.1600902524167,480.1475785195805
38,1,,954.0078125,489.5078125,866.503147123695,486.6852853807977,890.3064334852245,480.13867292115486
39,1,,954.0078125,489.5078125,866.5401831377558,486.7057966308252,890.2980994753567,480.15880666518404
40,1,,954.0078125,489.5078125,866.5546800429329,486.8358225485373,890.4395008774312,480.21390789608216
41,1,,954.0078125,489.5078125,867.4071119823128,486.5546101828643,892.9193075871424,480.16237747711983
42,1,,957.0078125,489.5078125,869.7354418525531,486.3128656069098,901.2769015719543,479.0666066393112
43,1,,956.0078125,490.5078125,872.0608466208389,486.1219632730149,909.7013998955878,478.96199402467636
44,1,,957.0078125,490.5078125,873.0358209015393,484.3148850743817,916.7129528538836,479.2152666402411
45,1,,959.0078125,491.5078125,873.540184837577,482.7978091239887,922.7456383877187,479.2175638924263
46,1,,957.0078125,490.5078125,873.8937116808345,482.3626115534168,925.7161283592656,479.49545569104265
47,1,,956.0078125,491.5078125,873.7478765852013,482.1378493524453,927.0549034471736,479.22241397869635
48,1,,956.0078125,491.5078125,873.2576450831293,482.32835835352495,927.8344102939841,479.4118088811967
49,1,,956.0078125,491.5078125,873.0732234473098,482.35704864574944,928.713290344866,479.63160350487954
50,1,,956.0078125,490.5078125,872.6727817524402,482.39748348031935,928.7490293320366,479.55835602898367
51,1,,957.0078125,490.5078125,872.7628816286515,482.30926187125664,928.9215513863576,479.59680183310957
52,1,,955.0078125,489.5078125,872.6352460809936,482.0299550907119,930.2472870350915,479.05038011040716
53,1,,957.0078125,490.5078125,872.8570569192989,481.87247389514175,930.5838394146367,478.95404094500384
54,1,,957.0078125,490.5078125,873.0314003303878,481.8592196539547,930.7726590541806,479.1954195284097
55,1,,957.0078125,490.5078125,873.4376359986377,481.64635027531517,931.2698837285324,479.3360246262329
56,1,,957.0078125,490.5078125,873.5722365004336,481.69470567842126,931.402576698409,479.4700828040648
57,1,,956.0078125,489.5078125,873.6717750960821,481.7777070089341,931.4908207982801,479.55397969243865
58,1,,957.0078125,489.5078125,874.0513231436933,481.6408144946746,931.8198401891493,479.34812790232064
59,1,,957.0078125,489.5078125,874.3368207581748,481.5169856801916,932.0978162606864,479.3521232902564
60,1,,958.0078125,489.5078125,874.8168316364457,481.57715902755547,932.2627651364626,479.10655115816763
61,1,,958.0078125,489.5078125,875.1515458382295,481.43695448415565,932.4056948105267,479.0695177894273
62,1,,958.0078125,489.5078125,875.2938739813667,481.6669395709871,932.3613250320833,479.3086508304949
63,1,,958.0078125,490.5078125,875.4817155292567,481.49740784871085,932.3610447088942,479.42933815181794
64,1,,958.0078125,490.5078125,875.564840205516,481.72251764246766,932.5646600781092,479.55060166917616
65,1,,958.0078125,490.5078125,875.761378005164,481.7612377250914,932.3302413634414,479.6966806138753
66,1,,958.0078125,490.5078125,876.0357507183486,481.8627804998526,932.9732853870537,479.944375372542
67,1,,959.0078125,491.5078125,876.060903677745,481.90028936715333,932.9433891718917,480.0266770932752
68,1,,958.0078125,492.5078125,876.1134699323218,481.8425326103912,932.8813963398493,480.2983690689026
69,1,,958.0078125,490.5078125,876.0836370579401,482.0888963437428,932.8739206549477,480.3540135698462
70,1,,958.0078125,490.5078125,875.7951642013136,482.2919420645217,932.6131220475028,480.3828968259424
71,1,,958.0078125,490.5078125,875.8194463506525,482.2494102692945,932.6540052396463,480.5650895116647
72,1,,959.0078125,491.5078125,875.9440139715746,482.49928410285736,932.9900564604137,480.8510031574142
73,1,,959.0078125,491.5078125,875.9479213591064,482.5785398564569,932.6967800536094,481.111942840149
74,1,,959.0078125,491.5078125,875.5590168222369,482.96261595812734,932.0163249458459,481.02081543840654
75,1,,959.0078125,491.5078125,873.8613450758593,484.55743634301473,925.739799819359,480.66829397545234
76,1,,959.0078125,491.5078125,872.0808137123048,486.2946010240947,914.2511981920524,481.31848562678283
77,1,,957.0078125,491.5078125,871.0641342624373,487.2262098260331,905.6590560479452,480.91584124926834
78,1,,957.0078125,491.5078125,869.8302023377133,488.0815853091556,900.2407238320602,481.82136459099416
