frame_num,eye_state,flag,inner_x,inner_y,outer_x,outer_y,pupil_x,pupil_y
0,1,,940.0,478.0,857.7975978393338,474.07493905439554,891.2841572312254,466.99499938942927
1,1,,940.0,477.0,857.7462645847012,474.14782179227615,891.2919745480704,467.00458353047446
2,1,,941.0,477.0,858.093242107769,474.30063295814034,891.4115622270626,467.1348139773208
3,1,,941.0,477.0,858.4444452494793,474.84462579001814,891.8159164891017,467.5110802703237
4,1,,941.0,477.0,858.5495826348816,475.0498860307629,892.1440015319049,467.7024558938446
5,1,,941.0,477.0,859.0499198642797,475.21314388486434,892.4645136375575,467.9906043812564
6,1,,941.0,477.0,859.1297982214813,475.4689572485673,893.0391003068919,468.06868465196465
7,1,,941.0,477.0,859.6108567886629,475.4703988759182,893.5265611416878,468.29195072699997
8,1,,941.0,477.0,859.6223564633603,475.7909008553892,893.7029118142257,468.26015309967516
9,1,,945.0,479.0,859.7393320235083,475.7260151760211,893.7170853628853,468.191307507487
10,1,,941.0,477.0,860.0568175695839,475.79638598665184,894.3268237449582,468.04609763247396
11,1,,941.0,477.0,860.5314178667371,475.8239461576042,894.4451794318378,468.16300872736014
12,1,,943.0,479.0,860.7521962775944,475.94546373434173,894.4349516111822,468.20998457420524
13,1,,941.0,477.0,861.0486444911069,476.00267536834525,894.8827327637189,468.2182505829555
14,1,,941.0,477.0,861.0964117034232,476.4154111869906,894.9472078485009,468.5181726438222
15,1,,946.0,479.0,861.1884500288593,476.37555295368674,895.1912003768931,468.63359347911836
16,1,,946.0,479.0,861.5039800510592,476.28002518140914,895.6775789174169,468.7787722339953
17,1,,946.0,479.0,861.7114706521139,476.20956500631,896.0139296414434,468.7688324514859
18,1,,947.0,479.0,862.0700579160425,476.1413860466189,896.4555642683538,468.90691994404
19,1,,946.0,480.0,862.2828807786693,476.2116931380908,896.8443510454895,469.0712271607906
20,1,,947.0,479.0,862.1479100693012,476.32386586806297,897.3503804615112,468.9250812733551
21,1,,947.0,479.0,862.2493445122229,476.4577419212844,897.3687771401817,468.6753345743141
22,1,,947.0,479.0,862.1364584867403,476.45813990926905,897.3890318865964,468.6691285540828
23,1,,947.0,479.0,862.353811221567,476.44336415661763,897.6362749919562,468.9104052630669
24,1,,946.0,479.0,862.2394041114412,476.4873349873017,897.6635813665167,468.85471934941427
