frame_num,pupil_x,pupil_y,inner_x,inner_y,outer_x,outer_y,eye_state,flag
0,,,,,,,1,
1,,,,,,,1,
2,,,,,,,1,
3,,,,,,,1,
4,,,,,,,1,
5,,,,,,,1,
6,,,,,,,1,
7,,,955.0078125,490.0078125,,,1,
8,,,955.0078125,490.0078125,,,1,
9,,,955.0078125,490.0078125,,,1,
10,,,955.0078125,490.0078125,,,1,
11,,,955.0078125,490.0078125,,,1,
12,,,955.0078125,490.0078125,,,1,
13,,,955.0078125,490.0078125,,,1,
14,,,955.0078125,490.0078125,,,1,
15,,,955.0078125,490.0078125,,,1,
16,,,955.0078125,490.0078125,,,1,
17,,,955.0078125,490.0078125,,,1,
18,,,955.0078125,490.0078125,,,1,
19,,,955.0078125,490.0078125,,,1,
20,,,955.0078125,490.0078125,,,1,
21,,,955.0078125,490.0078125,,,1,
22,,,955.0078125,490.0078125,,,1,
23,,,955.0078125,490.0078125,,,1,
24,,,955.0078125,490.0078125,,,1,
25,,,955.0078125,490.0078125,,,1,
26,,,953.0078125,490.5078125,,,1,
27,,,955.0078125,490.0078125,,,1,
28,,,955.0078125,490.0078125,,,1,
29,,,955.0078125,490.0078125,,,1,
30,,,955.0078125,490.0078125,,,1,
31,,,953.0078125,488.5078125,,,1,
32,,,953.0078125,488.5078125,,,1,
33,,,954.0078125,488.5078125,,,1,
34,,,955.0078125,489.5078125,,,1,
35,,,952.0078125,487.5078125,,,1,
36,,,954.0078125,489.5078125,,,1,
37,,,954.0078125,489.5078125,,,1,
38,,,954.0078125,489.5078125,,,1,
39,,,954.0078125,489.5078125,,,1,
40,,,954.0078125,489.5078125,,,1,
41,,,954.0078125,489.5078125,,,1,
42,,,957.0078125,489.5078125,,,1,
43,,,956.0078125,490.5078125,,,1,
44,,,957.0078125,490.5078125,,,1,
45,,,959.0078125,491.5078125,,,1,
46,,,957.0078125,490.5078125,,,1,
47,,,956.0078125,491.5078125,,,1,
48,,,956.0078125,491.5078125,,,1,
49,,,956.0078125,491.5078125,,,1,
50,,,956.0078125,490.5078125,,,1,
51,,,957.0078125,490.5078125,,,1,
52,,,955.0078125,489.5078125,,,1,
53,,,957.0078125,490.5078125,,,1,
54,,,957.0078125,490.5078125,,,1,
55,,,957.0078125,490.5078125,,,1,
56,,,957.0078125,490.5078125,,,1,
57,,,956.0078125,489.5078125,,,1,
58,,,957.0078125,489.5078125,,,1,
59,,,957.0078125,489.5078125,,,1,
60,,,958.0078125,489.5078125,,,1,
61,,,958.0078125,489.5078125,,,1,
62,,,958.0078125,489.5078125,,,1,
63,,,958.0078125,490.5078125,,,1,
64,,,958.0078125,490.5078125,,,1,
65,,,958.0078125,490.5078125,,,1,
66,,,958.0078125,490.5078125,,,1,
67,,,959.0078125,491.5078125,,,1,
68,,,958.0078125,492.5078125,,,1,
69,,,958.0078125,490.5078125,,,1,
70,,,958.0078125,490.5078125,,,1,
71,,,958.0078125,490.5078125,,,1,
72,,,959.0078125,491.5078125,,,1,
73,,,959.0078125,491.5078125,,,1,
74,,,959.0078125,491.5078125,,,1,
75,,,959.0078125,491.5078125,,,1,
76,,,959.0078125,491.5078125,,,1,
77,,,957.0078125,491.5078125,,,1,
78,,,957.0078125,491.5078125,,,1,
79,,,957.0078125,491.5078125,,,1,
80,,,957.0078125,492.5078125,,,1,
81,,,957.0078125,492.5078125,,,1,
82,,,957.0078125,492.5078125,,,1,
83,,,957.0078125,492.5078125,,,1,
84,,,958.0078125,492.5078125,,,1,
85,,,958.0078125,492.5078125,,,1,
86,,,959.0078125,492.5078125,,,1,
87,,,959.0078125,492.5078125,,,1,
88,,,959.0078125,492.5078125,,,1,
89,,,956.0078125,491.5078125,,,1,
90,,,956.0078125,491.5078125,,,1,
91,,,956.0078125,491.5078125,,,1,
92,,,956.0078125,491.5078125,,,1,
93,,,956.0078125,491.5078125,,,1,
94,,,956.0078125,491.5078125,,,1,
95,,,956.0078125,491.5078125,,,1,
96,,,956.0078125,491.5078125,,,1,
97,,,956.0078125,491.5078125,,,1,
98,,,956.0078125,491.5078125,,,1,
99,,,956.0078125,491.5078125,,,1,
100,,,956.0078125,491.5078125,,,1,
101,,,956.0078125,491.5078125,,,1,
102,,,956.0078125,491.5078125,,,1,
103,,,956.0078125,491.5078125,,,1,
104,,,956.0078125,491.5078125,,,1,
105,,,956.0078125,491.5078125,,,1,
106,,,956.0078125,491.5078125,,,1,
107,,,956.0078125,491.5078125,,,1,
108,,,956.0078125,491.5078125,,,1,
109,,,956.0078125,491.5078125,,,1,
110,,,956.0078125,491.5078125,,,1,
111,,,956.0078125,491.5078125,,,1,
112,,,956.0078125,491.5078125,,,1,
113,,,956.0078125,491.5078125,,,1,
114,,,956.0078125,491.5078125,,,1,
115,,,956.0078125,491.5078125,,,1,
116,,,956.0078125,491.5078125,,,1,
117,,,956.0078125,491.5078125,,,1,
118,,,956.0078125,491.5078125,,,1,
119,,,956.0078125,491.5078125,,,1,
120,,,956.0078125,491.5078125,,,1,
121,,,956.0078125,491.5078125,,,1,
122,,,956.0078125,491.5078125,,,1,
123,,,956.0078125,491.5078125,,,1,
124,,,956.0078125,491.5078125,,,1,
125,,,956.0078125,491.5078125,,,1,
126,,,956.0078125,491.5078125,,,1,
127,,,957.0078125,491.5078125,,,1,
128,,,957.0078125,491.5078125,,,1,
129,,,957.0078125,491.5078125,,,1,
130,,,957.0078125,491.5078125,,,1,
131,,,957.0078125,491.5078125,,,1,
132,,,957.0078125,491.5078125,,,1,
133,,,957.0078125,491.5078125,,,1,
134,,,957.0078125,491.5078125,,,1,
135,,,957.0078125,491.5078125,,,1,
136,,,957.0078125,491.5078125,,,1,
137,,,957.0078125,491.5078125,,,1,
138,,,957.0078125,491.5078125,,,1,
139,,,957.0078125,491.5078125,,,1,
140,,,957.0078125,491.5078125,,,1,
141,,,957.0078125,491.5078125,,,1,
142,,,957.0078125,491.5078125,,,1,
143,,,957.0078125,491.5078125,,,1,
144,,,957.0078125,492.5078125,,,1,
145,,,953.0078125,492.5078125,,,1,
146,,,953.0078125,492.5078125,,,1,
147,,,953.0078125,492.5078125,,,1,
148,,,953.0078125,492.5078125,,,1,
149,,,953.0078125,492.5078125,,,1,
150,,,953.0078125,492.5078125,,,1,
151,,,953.0078125,492.5078125,,,1,
152,,,953.0078125,492.5078125,,,1,
153,,,953.0078125,492.5078125,,,1,
154,,,953.0078125,492.5078125,,,1,
155,,,953.0078125,492.5078125,,,1,
