frame_num,eye_conf,eye_state,box_x,box_y,box_w,box_h,outer_conf,outer_x,outer_y,inner_conf,inner_x,inner_y,pupil_conf,pupil_x,pupil_y,if_right_eye
0,0.999999915514808,0.9999999,912.0660610444133,477.94993377261665,113.59733581542969,58.952125549316406,0.957259388541517,877.344947365165,481.58823818425225,0.9431490201083169,955.5317584340465,488.9329855219522,0.9998123403662366,933.8219793501218,479.95216813048904,True
0,0.8310544555395557,0.9999989,1095.482696523686,478.2127258790889,125.0306625366211,72.51988220214844,0.8537470163952533,1134.1068219039958,486.3388937705326,0.8250875044861848,1057.6940460131946,485.5165947568531,0.7905351396624929,1110.5114220129633,480.03874484595696,False
1,0.9999999180112169,0.9999999,912.0668307566809,477.9710206048796,114.19216918945312,59.12812042236328,0.9380388917053526,877.3605539583848,481.58466516548856,0.9213194927674278,955.5691436679349,488.94819506594905,0.973434280125908,933.9119086011481,479.94358321892145,True
1,0.8336413860545284,0.9999989,1095.5732083811683,478.2343375660125,125.59691619873047,72.66187286376953,0.8576300495143138,1134.2786159954082,486.3933922198691,0.8312288008047067,1057.61366742555,485.58770801183914,0.7876745973749049,1110.6136839338633,480.07430725257666,False
2,0.9999999115903442,0.9999999,912.0883798677436,478.0553178785489,113.60171508789062,58.92417907714844,0.9579901397629149,877.4889381669097,481.4924958212433,0.9407995172456411,955.4706386782383,489.00675689679673,0.9981637448511492,933.8780532794368,479.8601177169193,True
2,0.8324301572513277,0.9999989,1095.7054913780892,478.29437230310634,124.82698822021484,72.59991455078125,0.8722625871816009,1134.3120910015684,486.4982361315438,0.8506823366060816,1058.0420588484344,485.36124019825445,0.814527738333823,1110.6568355862298,480.1392256498953,False
3,0.9999999456149871,0.9999999,912.1065496568465,478.06322091890644,113.36270904541016,58.33595275878906,0.9583609147460936,877.3719880898341,481.5779670693036,0.9436179615487945,955.4700857045657,489.03011887079253,0.9980572679692389,933.8258546525678,479.8540675256847,True
3,0.8316448058988228,0.9999989,1095.5331201194726,478.3235942633842,124.51150512695312,72.99877166748047,0.8733958496221358,1134.175667731654,486.61920801226125,0.844619609952406,1057.9064193701588,485.3256808213222,0.8182845371801414,1110.4035794047886,479.9952133907452,False
4,0.9999999775784701,0.9999999,912.057611859862,478.1096269748215,114.06800079345703,58.174461364746094,0.961024974947234,877.1870345824392,481.77314252426294,0.9440324352166899,955.5389237479841,489.0684994711271,0.9999999417880906,933.8578142116139,479.98412871887797,True
4,0.8269767042427232,0.9999989,1095.539717495926,478.36440840854885,124.03837585449219,72.70758819580078,0.869533241725434,1134.2517096049633,486.399897396114,0.8419210967078059,1057.964746760863,485.37259187095634,0.8138237285693213,1110.39043912382,479.91952680717446,False
5,0.9999999738043711,0.9999999,912.0930853949536,478.22036586322326,112.95085906982422,57.99747848510742,0.9582666875160718,877.2361796198425,481.86103270065433,0.9484146968233843,955.5270803012235,489.0692387803443,0.9976522670638187,933.7254077543979,480.05874704108595,True
5,0.8296148431834948,0.9999989,1095.2514592131024,478.4769175169166,125.21790313720703,73.30907440185547,0.8518046182349296,1133.8231683018746,486.83500077048404,0.8262445028221541,1057.6029366878136,485.6320551912842,0.7969926220869502,1110.0596337445743,480.0338145511556,False
6,0.8241557907534516,0.9999999,911.1282242198139,478.45131538648724,114.3577651977539,58.61595153808594,0.9186680621125408,876.5881716379988,482.5198786819166,0.9227470664829344,954.7270902683741,488.89996470290436,0.9873099109107238,932.177697371255,480.143945976576,True
6,0.9999999968634993,0.9999989,1094.6166574333051,478.9983989073037,114.1821060180664,72.3047866821289,0.9359940522261002,1132.9900586812544,486.7187826233552,0.916028839715448,1056.7852983955268,486.06212974848245,0.9028924955227213,1108.6180768956133,480.7662579798889,False
7,0.8017565915233796,0.9999999,908.2300932209868,478.35023229557925,114.83055877685547,62.062774658203125,0.8787238928787374,874.5111302037201,483.81149998587347,0.9250592372848068,950.4908403122755,488.6202984902982,0.9001687449873935,924.1478833651348,479.5233444134095,True
7,0.9999999947692747,0.99999976,1092.5097691631972,478.59440100086977,111.54955291748047,70.06761169433594,0.970388274580824,1130.2739674858824,486.8264786400239,0.9656002151306714,1054.8472825899548,487.1634736451872,0.931812199221512,1100.8520065845305,480.42455223686005,False
8,0.9999999999868842,0.9999999,1091.3683734597223,478.71311387640935,113.98649597167969,70.33875274658203,0.9513720562501005,1129.310813798159,486.38759697802294,0.9294317677371583,1053.1878670312544,487.86087233644344,0.8731154110147836,1091.346665269304,479.91141562863135,False
8,0.8157801412827556,1.0,906.8618983790619,478.5294785549514,119.95844268798828,72.40299987792969,0.8661381944073153,872.948401132982,485.26180540037825,0.874510705591534,948.1453435487367,489.1181895708644,0.8427834000812614,914.4531784769387,479.0486200662867,True
9,0.9999999999998985,0.9999999,1090.5821067048234,478.3310639707338,114.00067901611328,66.62718200683594,0.9379931385204129,1127.8192465900506,485.90181665181535,0.9307908808136559,1051.3606574613489,488.8996562147164,0.8737588833464159,1082.9007483475636,479.6447506846266,False
9,0.8181721314140016,0.99999976,905.6439753202036,478.46000048419114,114.35765075683594,71.3496322631836,0.9177850747222165,871.7481583662873,486.37260100787506,0.8846263130248744,946.1110108743612,487.7169931928759,0.8975192469396736,906.3980223744051,479.1063814709714,True
10,0.8594143252436218,0.99999976,1089.2469581592209,478.41228228765544,118.29594421386719,67.30363464355469,0.8736138345492024,1126.585751057509,485.66458030029946,0.8750352775552622,1049.58362729666,488.8143139265529,0.8773759971218662,1077.765424069215,480.1187000038634,False
10,0.8233125857653321,0.9999994,904.1478543741478,478.1235084151762,116.07131958007812,70.70356750488281,0.8992586960284004,870.4887242779797,486.69502222316737,0.8614050463468149,944.4894794160763,486.30913852894435,0.8890445910716066,901.5718203155418,478.9755626693438,True
11,0.8679341204998786,0.99999905,1088.2325490153703,478.53130221793924,116.0361328125,67.16431427001953,0.8996036158773677,1126.206354575956,485.593141238782,0.8903863930319614,1047.6493050309155,488.9600150118902,0.9310723013236952,1074.2887486813722,480.24124978033103,False
11,0.8291765493628099,0.99999964,902.9017688943349,478.00365044139477,120.1191635131836,66.81458282470703,0.8899835709015782,868.9481441176424,486.7069687917514,0.8327663259276336,943.3910843580533,485.43182329726653,0.8621478030311984,898.4805030884916,479.26232371145676,True
12,0.9999999999999842,0.9999993,1088.3689080713611,478.49896447934753,114.24713897705078,66.46109771728516,0.9137002229963875,1125.8146519197926,485.1573638731647,0.9053511633805108,1048.2649391458094,488.77941026204854,0.9379533480036638,1074.559285538553,480.2746006588982,False
12,0.824864889616475,0.99999964,902.9457663585968,478.31829528426636,120.938232421875,66.22233581542969,0.8855645581519235,869.0685036667082,486.82682049492917,0.8237052139579999,943.0235547044252,485.4598847042767,0.8543224704663447,898.261318195659,479.5618442109787,True
