frame_num,eye_conf,eye_state,box_x,box_y,box_w,box_h,outer_conf,outer_x,outer_y,inner_conf,inner_x,inner_y,pupil_conf,pupil_x,pupil_y,if_right_eye
0,0.9999999999999837,1.0,1074.4019987800523,465.6973542512463,113.66219329833984,66.30391693115234,0.9073517422570411,1111.1499567307117,473.0733204726804,0.9586414509432092,1035.7853065669078,474.57095378738734,0.8739278476266721,1069.125791599134,466.11672665892115,False
0,0.9773006155131597,0.9999999,889.411901519773,466.5511801919987,113.1925048828125,69.02703094482422,0.8471156307788565,857.7975978393337,474.0749390543955,0.8789349294496529,929.5487232791822,475.5577896428802,0.8641221335776964,891.2841572312255,466.99499938942927,True
1,0.9999999999999877,1.0,1074.428773278417,465.70835404676825,113.66748809814453,66.27336883544922,0.9072013624921648,1111.165967760311,473.0817628786783,0.960342430278787,1035.768723678231,474.58192729949246,0.8739649432296079,1069.1327516325327,466.12011644927617,False
1,0.9776379634595748,0.9999999,889.3858456704611,466.6042591551818,113.17804718017578,68.72054290771484,0.8474304054060777,857.7462645847013,474.1478217922761,0.8782418212455392,929.5900856219779,475.58596671614595,0.8640008891047517,891.2919745480704,467.0045835304745,True
2,0.9999999999999999,1.0,1074.6332144625974,465.918627921309,113.9979019165039,65.41365051269531,0.9142390874265564,1111.3618293691197,473.31628824100073,0.960524328785034,1036.0057012021275,474.7223043366555,0.8743128793418996,1069.3622162294505,466.54376537853744,False
2,0.9760944302838379,0.9999999,889.6388120983563,466.698152339934,113.02522277832031,68.99363708496094,0.8369289296734032,858.093242107769,474.3006329581403,0.8815774635016385,929.853445387269,475.53884563593857,0.8606980046946712,891.4115622270626,467.13481397732073,True
3,0.8451920095017904,1.0,1075.0263617054861,466.0976713043751,114.98929595947266,65.79969024658203,0.9108491075599101,1111.538697021515,473.35662141424956,0.955836849379822,1036.688084728105,474.868952389109,0.8624212037250061,1069.8933147179455,466.56328559587394,False
3,0.9725650551892269,0.9999999,890.0199703386777,466.9349836247175,113.86178588867188,68.1531982421875,0.8428955229921158,858.4444452494793,474.8446257900181,0.8905385464606717,930.0999626059619,475.7301821262788,0.8593947567325024,891.8159164891017,467.5110802703237,True
4,0.8497155885933375,1.0,1075.5267479481581,466.44895308524445,116.38273620605469,65.72223663330078,0.8963064907688459,1112.0104461092897,473.5674187104317,0.92540289375446,1036.7298177285827,475.43268548100747,0.846373997952805,1070.1252185453873,466.82224974666497,False
4,0.7793009843094263,0.9999999,890.3167620492234,467.11044500415096,115.73167419433594,67.8385238647461,0.8458521087136167,858.5495826348816,475.0498860307629,0.8992223854771386,930.5563432615071,475.9433218038258,0.8654349294242475,892.1440015319049,467.7024558938446,True
5,0.8484498962505325,1.0,1075.6122766283268,466.6174333403659,116.44099426269531,65.78507232666016,0.8923371112061027,1112.288770947498,473.7188636721412,0.920204114925762,1036.7630164906045,475.6775138133404,0.8510760077781233,1070.460565138601,467.11239405722813,False
5,0.7759165335986128,0.9999999,890.8394149791809,467.25896753561625,114.54967498779297,67.66859436035156,0.8467569023421976,859.0499198642796,475.21314388486434,0.890824903748524,930.952780939425,476.2062069059095,0.8538275764800198,892.4645136375575,467.9906043812564,True
6,0.8447511896506346,1.0,1075.8275735611944,466.8605772578224,117.02930450439453,65.49879455566406,0.8828123149489273,1112.433195898255,473.92813162922704,0.9172862861430899,1037.1454701297291,475.96456000475706,0.8421633880374797,1070.8284270332658,467.41364973359134,False
6,0.9676574479095867,0.9999999,890.901412928844,467.39050471444057,113.3168716430664,67.58502960205078,0.8384397583281369,859.1297982214812,475.4689572485673,0.8921845183474542,931.0866841798562,476.0296831669213,0.8463852464522322,893.039100306892,468.0686846519646,True
